Cases,Axial Pitch,Minor Rad,Coil Radius,n Turn,Velocity,Hydrogen
627,28.88888889,2,10,6,2.375,688.7266791
628,28.88888889,2,10,6,3.25,685.6285859
629,28.88888889,2,10,6,4.125,683.7947779
630,28.88888889,2,10,6,5,680.9291646
631,28.88888889,2,10,7,1.5,652.7227544
632,28.88888889,2,10,7,2.375,648.4140617
633,28.88888889,2,10,7,3.25,646.5186744
634,28.88888889,2,10,7,4.125,645.3520699
635,28.88888889,2,10,7,5,647.419232
636,28.88888889,2,10,8,1.5,617.9058839
637,28.88888889,2,10,8,2.375,612.8068176
638,28.88888889,2,10,8,3.25,613.9421246
639,28.88888889,2,10,8,4.125,611.3848843
640,28.88888889,2,10,8,5,610.7155064
641,28.88888889,2,10,9,1.5,586.1796866
642,28.88888889,2,10,9,2.375,584.1026647
643,28.88888889,2,10,9,3.25,580.847048
644,28.88888889,2,10,9,4.125,581.4617062
645,28.88888889,2,10,9,5,579.7361844
646,28.88888889,2,12.5,1,1.5,955.3811666
647,28.88888889,2,12.5,1,2.375,940.8212766
648,28.88888889,2,12.5,1,3.25,934.2119912
649,28.88888889,2,12.5,1,4.125,930.0339314
650,28.88888889,2,12.5,1,5,927.7930215
651,28.88888889,2,12.5,2,1.5,882.2828391
652,28.88888889,2,12.5,2,2.375,870.011889
653,28.88888889,2,12.5,2,3.25,865.8081882
654,28.88888889,2,12.5,2,4.125,862.4523283
655,28.88888889,2,12.5,2,5,860.4325523
656,28.88888889,2,12.5,3,1.5,806.5741624
657,28.88888889,2,12.5,3,2.375,796.9567488
658,28.88888889,2,12.5,3,3.25,795.9909879
659,28.88888889,2,12.5,3,4.125,793.55538
660,28.88888889,2,12.5,3,5,786.8801605
661,28.88888889,2,12.5,4,1.5,744.9561925
662,28.88888889,2,12.5,4,2.375,738.8107454
663,28.88888889,2,12.5,4,3.25,734.5254803
664,28.88888889,2,12.5,4,4.125,733.1800278
665,28.88888889,2,12.5,4,5,731.8927845
666,28.88888889,2,12.5,5,1.5,699.4352536
667,28.88888889,2,12.5,5,2.375,691.6224738
668,28.88888889,2,12.5,5,3.25,691.1789605
669,28.88888889,2,12.5,5,4.125,689.4259025
670,28.88888889,2,12.5,5,5,691.4143543
671,28.88888889,2,12.5,6,1.5,660.0486448
672,28.88888889,2,12.5,6,2.375,654.9837842
673,28.88888889,2,12.5,6,3.25,653.7123545
674,28.88888889,2,12.5,6,4.125,648.553363
675,28.88888889,2,12.5,6,5,647.6123765
676,28.88888889,2,12.5,7,1.5,610.8611264
677,28.88888889,2,12.5,7,2.375,606.7800605
678,28.88888889,2,12.5,7,3.25,603.9346432
679,28.88888889,2,12.5,7,4.125,602.7200084
680,28.88888889,2,12.5,7,5,600.6573971
681,28.88888889,2,12.5,8,1.5,569.3658915
682,28.88888889,2,12.5,8,2.375,561.1940301
683,28.88888889,2,12.5,8,3.25,559.38762
684,28.88888889,2,12.5,8,4.125,559.6842038
685,28.88888889,2,12.5,8,5,558.165602
686,28.88888889,2,12.5,9,1.5,532.5336589
687,28.88888889,2,12.5,9,2.375,528.6610776
688,28.88888889,2,12.5,9,3.25,526.9572351
689,28.88888889,2,12.5,9,4.125,525.4811269
690,28.88888889,2,12.5,9,5,524.7955337
691,28.88888889,2,15,1,1.5,951.2674973
692,28.88888889,2,15,1,2.375,940.207945
693,28.88888889,2,15,1,3.25,929.9770237
694,28.88888889,2,15,1,4.125,925.3231235
695,28.88888889,2,15,1,5,926.1711025
696,28.88888889,2,15,2,1.5,886.4378895
697,28.88888889,2,15,2,2.375,874.6551714
698,28.88888889,2,15,2,3.25,868.752033
699,28.88888889,2,15,2,4.125,865.7410448
700,28.88888889,2,15,2,5,858.5125003
701,28.88888889,2,15,3,1.5,816.7470077
702,28.88888889,2,15,3,2.375,809.643987
703,28.88888889,2,15,3,3.25,805.4260294
704,28.88888889,2,15,3,4.125,802.2488833
705,28.88888889,2,15,3,5,797.4846335
706,28.88888889,2,15,4,1.5,754.0461942
707,28.88888889,2,15,4,2.375,745.9173381
708,28.88888889,2,15,4,3.25,746.8486841
709,28.88888889,2,15,4,4.125,743.9484872
710,28.88888889,2,15,4,5,742.566438
711,28.88888889,2,15,5,1.5,717.5251274
712,28.88888889,2,15,5,2.375,710.4684299
713,28.88888889,2,15,5,3.25,705.3032306
714,28.88888889,2,15,5,4.125,701.4528146
715,28.88888889,2,15,5,5,703.0244262
716,28.88888889,2,15,6,1.5,670.4368829
717,28.88888889,2,15,6,2.375,664.3612087
718,28.88888889,2,15,6,3.25,660.3130418
719,28.88888889,2,15,6,4.125,660.6043614
720,28.88888889,2,15,6,5,659.5571107
721,28.88888889,2,15,7,1.5,626.0958061
722,28.88888889,2,15,7,2.375,620.6366872
723,28.88888889,2,15,7,3.25,618.2365814
724,28.88888889,2,15,7,4.125,616.1690553
725,28.88888889,2,15,7,5,615.235762
726,28.88888889,2,15,8,1.5,582.7269021
727,28.88888889,2,15,8,2.375,577.3625597
728,28.88888889,2,15,8,3.25,572.1785316
729,28.88888889,2,15,8,4.125,570.4100255
730,28.88888889,2,15,8,5,570.9567219
731,28.88888889,2,15,9,1.5,543.6587384
732,28.88888889,2,15,9,2.375,539.216664
733,28.88888889,2,15,9,3.25,537.1059897
734,28.88888889,2,15,9,4.125,535.8805393
735,28.88888889,2,15,9,5,533.3781369
736,28.88888889,4,10,1,1.5,735.2779067
737,28.88888889,4,10,1,2.375,727.5376812
738,28.88888889,4,10,1,3.25,731.217083
739,28.88888889,4,10,1,4.125,729.1769572
740,28.88888889,4,10,1,5,728.3635979
741,28.88888889,4,10,2,1.5,680.0222717
742,28.88888889,4,10,2,2.375,681.0028855
743,28.88888889,4,10,2,3.25,675.9782356
744,28.88888889,4,10,2,4.125,678.5960221
745,28.88888889,4,10,2,5,673.2490138
746,28.88888889,4,10,3,1.5,637.1109912
747,28.88888889,4,10,3,2.375,628.3179766
748,28.88888889,4,10,3,3.25,630.8851059
749,28.88888889,4,10,3,4.125,627.2037704
750,28.88888889,4,10,3,5,629.1171285
751,28.88888889,4,10,4,1.5,584.6334024
752,28.88888889,4,10,4,2.375,581.0198998
753,28.88888889,4,10,4,3.25,581.5427434
754,28.88888889,4,10,4,4.125,580.960306
755,28.88888889,4,10,4,5,578.4276139
756,28.88888889,4,10,5,1.5,551.8734588
757,28.88888889,4,10,5,2.375,553.5782115
758,28.88888889,4,10,5,3.25,549.286844
759,28.88888889,4,10,5,4.125,553.258078
760,28.88888889,4,10,5,5,548.5225577
761,28.88888889,4,10,6,1.5,524.2140399
762,28.88888889,4,10,6,2.375,522.2094824
763,28.88888889,4,10,6,3.25,521.524272
764,28.88888889,4,10,6,4.125,521.0508118
765,28.88888889,4,10,6,5,518.1495483
766,28.88888889,4,10,7,1.5,487.9222319
767,28.88888889,4,10,7,2.375,486.1126942
768,28.88888889,4,10,7,3.25,481.5612957
769,28.88888889,4,10,7,4.125,481.1880021
770,28.88888889,4,10,7,5,484.7926068
771,28.88888889,4,10,8,1.5,454.5992497
772,28.88888889,4,10,8,2.375,453.6308146
773,28.88888889,4,10,8,3.25,452.5566248
774,28.88888889,4,10,8,4.125,452.6264232
775,28.88888889,4,10,8,5,452.9191261
776,28.88888889,4,10,9,1.5,427.561123
777,28.88888889,4,10,9,2.375,423.4545574
778,28.88888889,4,10,9,3.25,425.3329753
779,28.88888889,4,10,9,4.125,423.1557732
780,28.88888889,4,10,9,5,422.5008243
781,28.88888889,4,12.5,1,1.5,737.0078312
782,28.88888889,4,12.5,1,2.375,730.3266083
783,28.88888889,4,12.5,1,3.25,728.2575274
784,28.88888889,4,12.5,1,4.125,722.6668097
785,28.88888889,4,12.5,1,5,721.8336368
786,28.88888889,4,12.5,2,1.5,681.1077092
787,28.88888889,4,12.5,2,2.375,677.9324804
788,28.88888889,4,12.5,2,3.25,674.6196654
789,28.88888889,4,12.5,2,4.125,673.5021338
790,28.88888889,4,12.5,2,5,671.5821802
791,28.88888889,4,12.5,3,1.5,624.2117178
792,28.88888889,4,12.5,3,2.375,621.1481437
793,28.88888889,4,12.5,3,3.25,616.739805
794,28.88888889,4,12.5,3,4.125,616.0640922
795,28.88888889,4,12.5,3,5,615.626504
796,28.88888889,4,12.5,4,1.5,577.3188089
797,28.88888889,4,12.5,4,2.375,573.6652823
798,28.88888889,4,12.5,4,3.25,568.8996781
799,28.88888889,4,12.5,4,4.125,572.3500477
800,28.88888889,4,12.5,4,5,571.2966066
801,28.88888889,4,12.5,5,1.5,546.1202012
802,28.88888889,4,12.5,5,2.375,540.6897842
803,28.88888889,4,12.5,5,3.25,539.6935663
804,28.88888889,4,12.5,5,4.125,539.0771712
805,28.88888889,4,12.5,5,5,538.5329511
806,28.88888889,4,12.5,6,1.5,508.6076162
807,28.88888889,4,12.5,6,2.375,510.1756333
808,28.88888889,4,12.5,6,3.25,508.3405401
809,28.88888889,4,12.5,6,4.125,509.4217527
810,28.88888889,4,12.5,6,5,507.9061691
811,28.88888889,4,12.5,7,1.5,465.6196846
812,28.88888889,4,12.5,7,2.375,468.5168952
813,28.88888889,4,12.5,7,3.25,468.0534477
814,28.88888889,4,12.5,7,4.125,467.3866024
815,28.88888889,4,12.5,7,5,467.1145526
816,28.88888889,4,12.5,8,1.5,429.7381118
817,28.88888889,4,12.5,8,2.375,428.3696041
818,28.88888889,4,12.5,8,3.25,427.6681587
819,28.88888889,4,12.5,8,4.125,427.2439865
820,28.88888889,4,12.5,8,5,429.0959706
821,28.88888889,4,12.5,9,1.5,396.9528103
822,28.88888889,4,12.5,9,2.375,399.0904159
823,28.88888889,4,12.5,9,3.25,398.4274243
824,28.88888889,4,12.5,9,4.125,397.3385538
825,28.88888889,4,12.5,9,5,398.2368699
826,28.88888889,4,15,1,1.5,734.0403337
827,28.88888889,4,15,1,2.375,731.1015588
828,28.88888889,4,15,1,3.25,726.6369828
829,28.88888889,4,15,1,4.125,729.0691203
830,28.88888889,4,15,1,5,724.3285099
831,28.88888889,4,15,2,1.5,686.2277412
832,28.88888889,4,15,2,2.375,684.824933
833,28.88888889,4,15,2,3.25,680.3073
834,28.88888889,4,15,2,4.125,679.5243244
835,28.88888889,4,15,2,5,678.9300333
836,28.88888889,4,15,3,1.5,638.5919623
837,28.88888889,4,15,3,2.375,635.7400439
838,28.88888889,4,15,3,3.25,638.0213072
839,28.88888889,4,15,3,4.125,633.5040442
840,28.88888889,4,15,3,5,636.6393326
841,28.88888889,4,15,4,1.5,595.7596649
842,28.88888889,4,15,4,2.375,593.0485889
843,28.88888889,4,15,4,3.25,592.3834118
844,28.88888889,4,15,4,4.125,588.7442458
845,28.88888889,4,15,4,5,588.9690156
846,28.88888889,4,15,5,1.5,566.4957436
847,28.88888889,4,15,5,2.375,563.1701548
848,28.88888889,4,15,5,3.25,566.8350172
849,28.88888889,4,15,5,4.125,561.5443104
850,28.88888889,4,15,5,5,561.1209642
851,28.88888889,4,15,6,1.5,533.2479606
852,28.88888889,4,15,6,2.375,532.6712266
853,28.88888889,4,15,6,3.25,531.8170761
854,28.88888889,4,15,6,4.125,531.2000244
855,28.88888889,4,15,6,5,530.8646034
856,28.88888889,4,15,7,1.5,494.9450638
857,28.88888889,4,15,7,2.375,496.3697231
858,28.88888889,4,15,7,3.25,493.5952014
859,28.88888889,4,15,7,4.125,490.1203428
860,28.88888889,4,15,7,5,496.1047784
861,28.88888889,4,15,8,1.5,462.0545829
862,28.88888889,4,15,8,2.375,460.9549447
863,28.88888889,4,15,8,3.25,457.0086851
864,28.88888889,4,15,8,4.125,456.8926444
865,28.88888889,4,15,8,5,458.8402309
866,28.88888889,4,15,9,1.5,425.4216706
867,28.88888889,4,15,9,2.375,428.1562154
868,28.88888889,4,15,9,3.25,426.3721398
869,28.88888889,4,15,9,4.125,422.9233052
870,28.88888889,4,15,9,5,426.8987877
871,28.88888889,6,12.5,1,1.5,633.4273291
872,28.88888889,6,12.5,1,2.375,630.4871525
873,28.88888889,6,12.5,1,3.25,630.5098738
874,28.88888889,6,12.5,1,4.125,628.4749417
875,28.88888889,6,12.5,1,5,624.2751559
876,28.88888889,6,12.5,2,1.5,601.0428913
877,28.88888889,6,12.5,2,2.375,598.0369307
878,28.88888889,6,12.5,2,3.25,598.008839
879,28.88888889,6,12.5,2,4.125,595.9081717
880,28.88888889,6,12.5,2,5,595.031367
881,28.88888889,6,12.5,3,1.5,560.8894568
882,28.88888889,6,12.5,3,2.375,563.374914
883,28.88888889,6,12.5,3,3.25,562.3548127
884,28.88888889,6,12.5,3,4.125,561.9650617
885,28.88888889,6,12.5,3,5,561.5476382
886,28.88888889,6,12.5,4,1.5,524.9907705
887,28.88888889,6,12.5,4,2.375,518.5730171
888,28.88888889,6,12.5,4,3.25,516.7362934
889,28.88888889,6,12.5,4,4.125,520.0121068
890,28.88888889,6,12.5,4,5,518.2714072
891,28.88888889,6,12.5,5,1.5,504.7472564
892,28.88888889,6,12.5,5,2.375,502.0439282
893,28.88888889,6,12.5,5,3.25,502.999953
894,28.88888889,6,12.5,5,4.125,502.5987532
895,28.88888889,6,12.5,5,5,500.1731909
896,28.88888889,6,12.5,6,1.5,475.3794825
897,28.88888889,6,12.5,6,2.375,471.0640935
898,28.88888889,6,12.5,6,3.25,474.0646818
899,28.88888889,6,12.5,6,4.125,470.2092558
900,28.88888889,6,12.5,6,5,475.3255564
901,28.88888889,6,12.5,7,1.5,436.2116825
902,28.88888889,6,12.5,7,2.375,431.9392731
903,28.88888889,6,12.5,7,3.25,433.3920755
904,28.88888889,6,12.5,7,4.125,432.5086457
905,28.88888889,6,12.5,7,5,431.1680382
906,28.88888889,6,12.5,8,1.5,402.0856699
907,28.88888889,6,12.5,8,2.375,396.2322465
908,28.88888889,6,12.5,8,3.25,400.6760231
909,28.88888889,6,12.5,8,4.125,400.4470456
910,28.88888889,6,12.5,8,5,400.2982023
911,28.88888889,6,12.5,9,1.5,367.9749367
912,28.88888889,6,12.5,9,2.375,364.837501
913,28.88888889,6,12.5,9,3.25,368.3680281
914,28.88888889,6,12.5,9,4.125,364.2099237
915,28.88888889,6,12.5,9,5,364.074511
916,28.88888889,6,15,1,1.5,640.4543545
917,28.88888889,6,15,1,2.375,636.4997717
918,28.88888889,6,15,1,3.25,634.5460201
919,28.88888889,6,15,1,4.125,633.6068101
920,28.88888889,6,15,1,5,634.2750569
921,28.88888889,6,15,2,1.5,618.1294206
922,28.88888889,6,15,2,2.375,613.3243969
923,28.88888889,6,15,2,3.25,615.2647183
924,28.88888889,6,15,2,4.125,613.0346465
925,28.88888889,6,15,2,5,612.4709355
926,28.88888889,6,15,3,1.5,596.6815507
927,28.88888889,6,15,3,2.375,588.7308395
928,28.88888889,6,15,3,3.25,587.2922499
929,28.88888889,6,15,3,4.125,591.4153222
930,28.88888889,6,15,3,5,585.9668317
931,28.88888889,6,15,4,1.5,567.0124567
932,28.88888889,6,15,4,2.375,566.7924157
933,28.88888889,6,15,4,3.25,565.8088871
934,28.88888889,6,15,4,4.125,565.1812158
935,28.88888889,6,15,4,5,567.1640507
936,28.88888889,6,15,5,1.5,558.9267445
937,28.88888889,6,15,5,2.375,563.5708822
938,28.88888889,6,15,5,3.25,561.9890528
939,28.88888889,6,15,5,4.125,561.5000021
940,28.88888889,6,15,5,5,561.1821694
941,28.88888889,6,15,6,1.5,543.743611
942,28.88888889,6,15,6,2.375,542.0625126
943,28.88888889,6,15,6,3.25,541.0870569
944,28.88888889,6,15,6,4.125,540.6547335
945,28.88888889,6,15,6,5,540.3731037
946,28.88888889,6,15,7,1.5,505.9659665
947,28.88888889,6,15,7,2.375,504.4196896
948,28.88888889,6,15,7,3.25,508.2925905
949,28.88888889,6,15,7,4.125,505.7777718
950,28.88888889,6,15,7,5,505.5430401
951,28.88888889,6,15,8,1.5,473.5890653
952,28.88888889,6,15,8,2.375,472.4350315
953,28.88888889,6,15,8,3.25,472.0402695
954,28.88888889,6,15,8,4.125,471.7324148
955,28.88888889,6,15,8,5,471.5322747
956,28.88888889,6,15,9,1.5,435.5060813
957,28.88888889,6,15,9,2.375,444.2766165
958,28.88888889,6,15,9,3.25,436.3112156
959,28.88888889,6,15,9,4.125,443.5456
960,28.88888889,6,15,9,5,443.3627563
961,33.33333333,2,10,1,1.5,954.9690534
962,33.33333333,2,10,1,2.375,946.0288871
963,33.33333333,2,10,1,3.25,939.7636783
964,33.33333333,2,10,1,4.125,936.7958712
965,33.33333333,2,10,1,5,935.0178228
966,33.33333333,2,10,2,1.5,897.26407
967,33.33333333,2,10,2,2.375,886.4275408
968,33.33333333,2,10,2,3.25,880.648848
969,33.33333333,2,10,2,4.125,874.3687963
970,33.33333333,2,10,2,5,872.3389154
971,33.33333333,2,10,3,1.5,832.1397966
972,33.33333333,2,10,3,2.375,823.3561263
973,33.33333333,2,10,3,3.25,823.17058
974,33.33333333,2,10,3,4.125,820.6129137
975,33.33333333,2,10,3,5,819.1441531
976,33.33333333,2,10,4,1.5,782.8183225
977,33.33333333,2,10,4,2.375,772.9813499
978,33.33333333,2,10,4,3.25,771.3161929
979,33.33333333,2,10,4,4.125,768.1077423
980,33.33333333,2,10,4,5,766.9430499
981,33.33333333,2,10,5,1.5,749.6801314
982,33.33333333,2,10,5,2.375,743.7977414
983,33.33333333,2,10,5,3.25,736.2849045
984,33.33333333,2,10,5,4.125,735.4340136
985,33.33333333,2,10,5,5,737.4300077
986,33.33333333,2,10,6,1.5,703.0430506
987,33.33333333,2,10,6,2.375,698.9681211
988,33.33333333,2,10,6,3.25,696.167369
989,33.33333333,2,10,6,4.125,697.0751749
990,33.33333333,2,10,6,5,696.2643052
991,33.33333333,2,10,7,1.5,666.7257168
992,33.33333333,2,10,7,2.375,660.8586293
993,33.33333333,2,10,7,3.25,659.0138826
994,33.33333333,2,10,7,4.125,657.9394368
995,33.33333333,2,10,7,5,659.0901893
996,33.33333333,2,10,8,1.5,632.2503049
997,33.33333333,2,10,8,2.375,626.2736252
998,33.33333333,2,10,8,3.25,624.5840017
999,33.33333333,2,10,8,4.125,623.6079335
1000,33.33333333,2,10,8,5,625.0200466
1001,33.33333333,2,12.5,1,1.5,951.5341547
1002,33.33333333,2,12.5,1,2.375,938.6956933
1003,33.33333333,2,12.5,1,3.25,933.0425263
1004,33.33333333,2,12.5,1,4.125,929.9202427
1005,33.33333333,2,12.5,1,5,926.9961124
1006,33.33333333,2,12.5,2,1.5,887.9461275
1007,33.33333333,2,12.5,2,2.375,877.7045164
1008,33.33333333,2,12.5,2,3.25,871.3434196
1009,33.33333333,2,12.5,2,4.125,864.5505116
1010,33.33333333,2,12.5,2,5,866.1276019
1011,33.33333333,2,12.5,3,1.5,816.3848899
1012,33.33333333,2,12.5,3,2.375,811.9726443
1013,33.33333333,2,12.5,3,3.25,807.7275505
1014,33.33333333,2,12.5,3,4.125,805.1100582
1015,33.33333333,2,12.5,3,5,803.8905164
1016,33.33333333,2,12.5,4,1.5,762.950746
1017,33.33333333,2,12.5,4,2.375,750.4792478
1018,33.33333333,2,12.5,4,3.25,752.1194653
1019,33.33333333,2,12.5,4,4.125,750.221634
1020,33.33333333,2,12.5,4,5,748.572485
1021,33.33333333,2,12.5,5,1.5,721.3921732
1022,33.33333333,2,12.5,5,2.375,716.4353807
1023,33.33333333,2,12.5,5,3.25,714.2231506
1024,33.33333333,2,12.5,5,4.125,716.4725835
1025,33.33333333,2,12.5,5,5,711.5798425
1026,33.33333333,2,12.5,6,1.5,674.1422054
1027,33.33333333,2,12.5,6,2.375,666.9748831
1028,33.33333333,2,12.5,6,3.25,666.8222702
1029,33.33333333,2,12.5,6,4.125,665.7707034
1030,33.33333333,2,12.5,6,5,664.8961095
1031,33.33333333,2,12.5,7,1.5,627.3423038
1032,33.33333333,2,12.5,7,2.375,622.758225
1033,33.33333333,2,12.5,7,3.25,618.3859423
1034,33.33333333,2,12.5,7,4.125,617.2081049
1035,33.33333333,2,12.5,7,5,618.7513548
1036,33.33333333,2,12.5,8,1.5,582.8520605
1037,33.33333333,2,12.5,8,2.375,581.7866133
1038,33.33333333,2,12.5,8,3.25,580.4781341
1039,33.33333333,2,12.5,8,4.125,579.5384106
1040,33.33333333,2,12.5,8,5,578.8402085
1041,33.33333333,2,15,1,1.5,949.053354
1042,33.33333333,2,15,1,2.375,935.2749352
1043,33.33333333,2,15,1,3.25,928.9461561
1044,33.33333333,2,15,1,4.125,925.6911754
1045,33.33333333,2,15,1,5,924.4359479
1046,33.33333333,2,15,2,1.5,893.5393367
1047,33.33333333,2,15,2,2.375,881.7758253
1048,33.33333333,2,15,2,3.25,876.2527541
1049,33.33333333,2,15,2,4.125,870.1390139
1050,33.33333333,2,15,2,5,870.9204848
1051,33.33333333,2,15,3,1.5,830.8358495
1052,33.33333333,2,15,3,2.375,821.4068507
1053,33.33333333,2,15,3,3.25,817.001119
1054,33.33333333,2,15,3,4.125,808.5356765
1055,33.33333333,2,15,3,5,806.9440436
1056,33.33333333,2,15,4,1.5,773.1225725
1057,33.33333333,2,15,4,2.375,769.3825735
1058,33.33333333,2,15,4,3.25,765.7568143
1059,33.33333333,2,15,4,4.125,760.0768678
1060,33.33333333,2,15,4,5,758.7726695
1061,33.33333333,2,15,5,1.5,740.091785
1062,33.33333333,2,15,5,2.375,731.3616847
1063,33.33333333,2,15,5,3.25,730.6862587
1064,33.33333333,2,15,5,4.125,728.573107
1065,33.33333333,2,15,5,5,724.4022471
1066,33.33333333,2,15,6,1.5,692.8794387
1067,33.33333333,2,15,6,2.375,682.906317
1068,33.33333333,2,15,6,3.25,683.0676139
1069,33.33333333,2,15,6,4.125,681.5792018
1070,33.33333333,2,15,6,5,680.6058471
1071,33.33333333,2,15,7,1.5,643.5461701
1072,33.33333333,2,15,7,2.375,641.3230412
1073,33.33333333,2,15,7,3.25,633.8421343
1074,33.33333333,2,15,7,4.125,632.5050709
1075,33.33333333,2,15,7,5,629.9859364
1076,33.33333333,2,15,8,1.5,603.6892469
1077,33.33333333,2,15,8,2.375,598.2678573
1078,33.33333333,2,15,8,3.25,597.0556493
1079,33.33333333,2,15,8,4.125,596.0433471
1080,33.33333333,2,15,8,5,595.2041804
1081,33.33333333,4,10,1,1.5,742.4716661
1082,33.33333333,4,10,1,2.375,736.7338223
1083,33.33333333,4,10,1,3.25,731.5534399
1084,33.33333333,4,10,1,4.125,730.0898474
1085,33.33333333,4,10,1,5,731.3558787
1086,33.33333333,4,10,2,1.5,692.2572074
1087,33.33333333,4,10,2,2.375,687.1054532
1088,33.33333333,4,10,2,3.25,684.5524917
1089,33.33333333,4,10,2,4.125,684.499365
1090,33.33333333,4,10,2,5,682.2955145
1091,33.33333333,4,10,3,1.5,639.0569216
1092,33.33333333,4,10,3,2.375,632.9750761
1093,33.33333333,4,10,3,3.25,635.4953015
1094,33.33333333,4,10,3,4.125,634.1190814
1095,33.33333333,4,10,3,5,634.2906083
1096,33.33333333,4,10,4,1.5,596.3026729
1097,33.33333333,4,10,4,2.375,595.0284728
1098,33.33333333,4,10,4,3.25,594.1787654
1099,33.33333333,4,10,4,4.125,593.5206246
1100,33.33333333,4,10,4,5,593.1846192
1101,33.33333333,4,10,5,1.5,571.3228198
1102,33.33333333,4,10,5,2.375,570.0517962
1103,33.33333333,4,10,5,3.25,568.7724699
1104,33.33333333,4,10,5,4.125,568.5085655
1105,33.33333333,4,10,5,5,564.8722716
1106,33.33333333,4,10,6,1.5,529.6946974
1107,33.33333333,4,10,6,2.375,530.1122306
1108,33.33333333,4,10,6,3.25,530.1890541
1109,33.33333333,4,10,6,4.125,527.757594
1110,33.33333333,4,10,6,5,526.9405996
1111,33.33333333,4,10,7,1.5,492.9653803
1112,33.33333333,4,10,7,2.375,491.5671182
1113,33.33333333,4,10,7,3.25,491.0495349
1114,33.33333333,4,10,7,4.125,493.8922767
1115,33.33333333,4,10,7,5,493.8071067
1116,33.33333333,4,10,8,1.5,465.5445257
1117,33.33333333,4,10,8,2.375,464.5806395
1118,33.33333333,4,10,8,3.25,460.6961711
1119,33.33333333,4,10,8,4.125,463.5405268
1120,33.33333333,4,10,8,5,463.3214327
1121,33.33333333,4,12.5,1,1.5,729.0226392
1122,33.33333333,4,12.5,1,2.375,726.8051801
1123,33.33333333,4,12.5,1,3.25,728.2169985
1124,33.33333333,4,12.5,1,4.125,724.5555632
1125,33.33333333,4,12.5,1,5,728.230279
1126,33.33333333,4,12.5,2,1.5,689.7575249
1127,33.33333333,4,12.5,2,2.375,684.0338891
1128,33.33333333,4,12.5,2,3.25,681.975657
1129,33.33333333,4,12.5,2,4.125,682.1838313
1130,33.33333333,4,12.5,2,5,680.0748425
1131,33.33333333,4,12.5,3,1.5,635.5291529
1132,33.33333333,4,12.5,3,2.375,627.9737224
1133,33.33333333,4,12.5,3,3.25,629.8815418
1134,33.33333333,4,12.5,3,4.125,630.1440768
1135,33.33333333,4,12.5,3,5,626.0350197
1136,33.33333333,4,12.5,4,1.5,595.5323587
1137,33.33333333,4,12.5,4,2.375,594.082231
1138,33.33333333,4,12.5,4,3.25,593.1559711
1139,33.33333333,4,12.5,4,4.125,592.0620449
1140,33.33333333,4,12.5,4,5,587.2436434
1141,33.33333333,4,12.5,5,1.5,564.9155474
1142,33.33333333,4,12.5,5,2.375,561.9054458
1143,33.33333333,4,12.5,5,3.25,562.8651706
1144,33.33333333,4,12.5,5,4.125,562.3955307
1145,33.33333333,4,12.5,5,5,557.28533
1146,33.33333333,4,12.5,6,1.5,521.5962409
1147,33.33333333,4,12.5,6,2.375,521.2365914
1148,33.33333333,4,12.5,6,3.25,520.4374749
1149,33.33333333,4,12.5,6,4.125,518.7836557
1150,33.33333333,4,12.5,6,5,518.8961174
1151,33.33333333,4,12.5,7,1.5,480.5747185
1152,33.33333333,4,12.5,7,2.375,482.5002147
1153,33.33333333,4,12.5,7,3.25,481.4259954
1154,33.33333333,4,12.5,7,4.125,481.0366427
1155,33.33333333,4,12.5,7,5,480.7835668
1156,33.33333333,4,12.5,8,1.5,447.7370555
1157,33.33333333,4,12.5,8,2.375,444.2959469
1158,33.33333333,4,12.5,8,3.25,446.8682976
1159,33.33333333,4,12.5,8,4.125,446.4841549
1160,33.33333333,4,12.5,8,5,446.2443465
1161,33.33333333,4,15,1,1.5,733.2424018
1162,33.33333333,4,15,1,2.375,733.6521626
1163,33.33333333,4,15,1,3.25,730.4797839
1164,33.33333333,4,15,1,4.125,729.7486571
1165,33.33333333,4,15,1,5,729.5247328
1166,33.33333333,4,15,2,1.5,697.6680987
1167,33.33333333,4,15,2,2.375,688.8472665
1168,33.33333333,4,15,2,3.25,692.3956624
1169,33.33333333,4,15,2,4.125,691.2891428
1170,33.33333333,4,15,2,5,690.5072157
1171,33.33333333,4,15,3,1.5,649.9863729
1172,33.33333333,4,15,3,2.375,647.4260001
1173,33.33333333,4,15,3,3.25,646.2495825
1174,33.33333333,4,15,3,4.125,648.1548493
1175,33.33333333,4,15,3,5,646.3285598
1176,33.33333333,4,15,4,1.5,619.6964012
1177,33.33333333,4,15,4,2.375,616.5959362
1178,33.33333333,4,15,4,3.25,610.4967932
1179,33.33333333,4,15,4,4.125,615.6452413
1180,33.33333333,4,15,4,5,609.4573285
1181,33.33333333,4,15,5,1.5,588.9161394
1182,33.33333333,4,15,5,2.375,589.8855985
1183,33.33333333,4,15,5,3.25,589.0366708
1184,33.33333333,4,15,5,4.125,585.2832461
1185,33.33333333,4,15,5,5,588.2254476
1186,33.33333333,4,15,6,1.5,551.3261176
1187,33.33333333,4,15,6,2.375,551.0728206
1188,33.33333333,4,15,6,3.25,548.4048313
1189,33.33333333,4,15,6,4.125,546.5784576
1190,33.33333333,4,15,6,5,549.0268742
1191,33.33333333,4,15,7,1.5,515.7259075
1192,33.33333333,4,15,7,2.375,515.1763171
1193,33.33333333,4,15,7,3.25,515.7502153
